hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
157, 600.00000, 2467.23, -3.94276, 2466.51, -122.713, 2478.16, 117.409, 1.67703E-011, -102.529, 17.8614, 30.7205, 1.02898E-011, -45
157, 1200.00000, 2467.23, -3.94276, 2466.51, -122.713, 2478.16, 117.409, 8.13477E-012, 153.435, 17.8614, 30.7205, 1.62695E-011, -26.5651
157, 1800.00000, 2468.36, -3.92564, 2467.09, -122.702, 2478.93, 117.419, 5.14488E-012, 135, 17.7668, 30.7316, 3.63798E-012, 0
157, 2400.00000, 2468.38, -3.9254, 2467.08, -122.702, 2478.94, 117.419, 1.10645E-011, 99.4623, 17.7667, 30.7316, 7.27596E-012, 180
157, 3000.00000, 2468.38, -3.92539, 2467.08, -122.702, 2478.94, 117.419, 1.82806E-011, -95.7106, 17.7667, 30.7316, 1.62695E-011, 63.4349
158, 0.00000, 2468.38, -3.92539, 2467.08, -122.702, 2478.94, 117.419, 7.49989E-012, 104.036, 17.7667, 30.7316, 3.63798E-012, 180
158, 600.00000, 2468.38, -3.92539, 2467.08, -122.702, 2478.94, 117.419, 1.32424E-011, 105.945, 17.7667, 30.7316, 8.13477E-012, -116.565
158, 1200.00000, 2468.38, -3.92539, 2467.08, -122.702, 2478.94, 117.419, 1.85501E-011, -101.31, 17.7667, 30.7316, 1.45519E-011, 90
158, 1800.00000, 2468.38, -3.92539, 2467.08, -122.702, 2478.94, 117.419, 2.37167E-011, -85.6013, 17.7667, 30.7316, 1.49998E-011, 75.9638
158, 2400.00000, 2482.92, -3.93158, 2481.92, -122.704, 2493.62, 117.416, 6.55846E-012, -146.31, 17.8374, 30.7302, 7.27596E-012, 180
158, 3000.00000, 2482.94, -3.93113, 2481.92, -122.704, 2493.63, 117.416, 1.81899E-012, 90, 17.8371, 30.7301, 1.49998E-011, -75.9638
159, 0.00000, 2482.94, -3.93112, 2481.92, -122.704, 2493.63, 117.416, 5.45697E-012, -90, 17.8371, 30.7301, 1.02898E-011, -45
159, 600.00000, 2482.94, -3.93112, 2481.92, -122.704, 2493.63, 117.416, 3.63798E-012, 90, 17.8371, 30.7301, 1.02898E-011, -135
159, 1200.00000, 2482.94, -3.93112, 2481.92, -122.704, 2493.63, 117.416, 1.81899E-012, 180, 17.8371, 30.7301, 7.27596E-012, 0
159, 1800.00000, 2480.86, -3.96227, 2480.86, -122.724, 2492.21, 117.397, 1.42068E-011, -140.194, 18.0103, 30.7096, 7.27596E-012, -90
159, 2400.00000, 2480.83, -3.96281, 2480.87, -122.724, 2492.19, 117.397, 5.75215E-012, 108.435, 18.0105, 30.7097, 0, 0
159, 3000.00000, 2480.83, -3.96282, 2480.87, -122.724, 2492.19, 117.397, 5.14488E-012, -135, 18.0105, 30.7097, 1.02898E-011, -45
160, 0.00000, 2480.83, -3.96282, 2480.87, -122.724, 2492.19, 117.397, 1.15043E-011, -108.435, 18.0105, 30.7097, 1.49998E-011, -75.9638
160, 600.00000, 2480.83, -3.96282, 2480.87, -122.724, 2492.19, 117.397, 5.45697E-012, 180, 18.0105, 30.7097, 8.13477E-012, -116.565
160, 1200.00000, 2480.83, -3.96282, 2480.87, -122.724, 2492.19, 117.397, 9.79556E-012, -111.801, 18.0105, 30.7097, 7.27596E-012, 0
160, 1800.00000, 2480.83, -3.96282, 2480.87, -122.724, 2492.19, 117.397, 1.62695E-011, -63.4349, 18.0105, 30.7097, 3.63798E-012, 180
160, 2400.00000, 2480.61, -3.9662, 2480.76, -122.726, 2492.04, 117.395, 1.46652E-011, -119.745, 18.0293, 30.7075, 1.31169E-011, 33.6901
160, 3000.00000, 2480.61, -3.96626, 2480.76, -122.726, 2492.04, 117.395, 6.55846E-012, 146.31, 18.0293, 30.7075, 0, 0
161, 0.00000, 2480.61, -3.96626, 2480.76, -122.726, 2492.04, 117.395, 1.16472E-011, -128.66, 18.0293, 30.7075, 7.27596E-012, -90
161, 600.00000, 2480.61, -3.96626, 2480.76, -122.726, 2492.04, 117.395, 1.46652E-011, -119.745, 18.0293, 30.7075, 1.02898E-011, 135
161, 1200.00000, 2480.61, -3.96626, 2480.76, -122.726, 2492.04, 117.395, 4.06738E-012, 116.565, 18.0293, 30.7075, 3.63798E-012, 0
161, 1800.00000, 2490.22, -3.8213, 2485.5, -122.634, 2498.59, 117.478, 1.06064E-011, -149.036, 17.2391, 30.8004, 8.13477E-012, -63.4349
161, 2400.00000, 2490.21, -3.82136, 2485.5, -122.634, 2498.59, 117.478, 4.06738E-012, -116.565, 17.239, 30.8004, 0, 0
161, 3000.00000, 2490.21, -3.82136, 2485.5, -122.634, 2498.59, 117.478, 9.79556E-012, -111.801, 17.239, 30.8004, 1.81899E-011, -126.87
162, 0.00000, 2490.21, -3.82136, 2485.5, -122.634, 2498.59, 117.478, 1.16472E-011, -141.34, 17.239, 30.8004, 8.13477E-012, 63.4349
162, 600.00000, 2490.21, -3.82136, 2485.5, -122.634, 2498.59, 117.478, 2.57244E-012, -45, 17.239, 30.8004, 8.13477E-012, -116.565
162, 1200.00000, 2490.21, -3.82136, 2485.5, -122.634, 2498.59, 117.478, 1.81899E-012, 0, 17.239, 30.8004, 1.02898E-011, -45
162, 1800.00000, 2490.21, -3.82136, 2485.5, -122.634, 2498.59, 117.478, 3.27923E-011, -86.8202, 17.239, 30.8004, 1.62695E-011, 153.435
162, 2400.00000, 2495.21, -3.746, 2487.99, -122.585, 2502.02, 117.522, 1.82806E-011, -84.2894, 16.8262, 30.8488, 7.27596E-012, 180
162, 3000.00000, 2495.21, -3.74598, 2487.99, -122.585, 2502.01, 117.522, 9.79556E-012, -111.801, 16.8262, 30.8488, 7.27596E-012, -90
163, 0.00000, 2495.21, -3.74598, 2487.99, -122.585, 2502.01, 117.522, 9.79556E-012, 68.1986, 16.8262, 30.8488, 1.62695E-011, 153.435
163, 600.00000, 2495.21, -3.74598, 2487.99, -122.585, 2502.01, 117.522, 9.09495E-012, 180, 16.8262, 30.8488, 7.27596E-012, 180
163, 1200.00000, 2495.21, -3.74598, 2487.99, -122.585, 2502.01, 117.522, 9.09495E-012, -90, 16.8262, 30.8488, 3.63798E-012, 0
163, 1800.00000, 2500.35, -3.67674, 2490.99, -122.531, 2489.8, 117.58, 8.13477E-012, 153.435, 16.3926, 30.9033, 1.95911E-011, -21.8014
163, 2400.00000, 2500.36, -3.6766, 2490.99, -122.531, 2489.79, 117.58, 1.15043E-011, -161.565, 16.393, 30.9033, 1.45519E-011, 0
163, 3000.00000, 2500.36, -3.6766, 2490.98, -122.531, 2489.79, 117.58, 7.27596E-012, 90, 16.393, 30.9033, 1.02898E-011, -135
164, 0.00000, 2500.36, -3.67659, 2490.98, -122.531, 2489.79, 117.58, 5.75215E-012, -71.565, 16.393, 30.9033, 1.45519E-011, 0
164, 600.00000, 2500.36, -3.67659, 2490.98, -122.531, 2489.79, 117.58, 1.22022E-011, 153.435, 16.393, 30.9033, 1.02898E-011, 45
164, 1200.00000, 2500.36, -3.67659, 2490.98, -122.531, 2489.79, 117.58, 6.55846E-012, -123.69, 16.393, 30.9033, 8.13477E-012, -63.4349
164, 1800.00000, 2500.36, -3.67659, 2490.98, -122.531, 2489.79, 117.58, 1.81899E-012, 180, 16.393, 30.9033, 7.27596E-012, -90
164, 2400.00000, 2493.15, -3.53704, 2495.04, -122.46, 2495.86, 117.656, 2.12129E-011, -59.0362, 15.7042, 30.9746, 7.27596E-012, 180
164, 3000.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 8.13477E-012, 116.565, 15.7029, 30.9747, 7.27596E-012, -90
165, 0.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 9.09495E-012, 180, 15.7029, 30.9747, 0, 0
165, 600.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 1.46652E-011, -97.125, 15.7029, 30.9747, 1.62695E-011, 116.565
165, 1200.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 5.14488E-012, -135, 15.7029, 30.9747, 1.62695E-011, 26.5651
165, 1800.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 9.79556E-012, -68.1986, 15.7029, 30.9747, 7.27596E-012, 0
165, 2400.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 1.28622E-011, -45, 15.7029, 30.9747, 3.63798E-012, 180
165, 3000.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 8.13477E-012, -153.435, 15.7029, 30.9747, 1.31169E-011, -146.31
166, 0.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 7.49989E-012, -75.9638, 15.7029, 30.9747, 7.27596E-012, 180
166, 600.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 2.19789E-011, -114.444, 15.7029, 30.9747, 3.63798E-012, 0
166, 1200.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 4.06738E-012, 116.565, 15.7029, 30.9747, 1.02898E-011, -135
166, 1800.00000, 2493.14, -3.53742, 2495.06, -122.46, 2495.85, 117.656, 2.57244E-012, 135, 15.7029, 30.9747, 3.63798E-012, 180
166, 2400.00000, 2488.59, -3.35451, 2484.02, -122.358, 2503.65, 117.743, 7.71732E-012, 135, 14.9083, 31.076, 1.81899E-011, 180
166, 3000.00000, 2488.57, -3.35477, 2484.02, -122.358, 2503.65, 117.744, 7.49989E-012, -75.9638, 14.9083, 31.076, 1.95911E-011, -158.199
167, 0.00000, 2488.57, -3.35478, 2484.02, -122.358, 2503.65, 117.744, 2.54659E-011, -90, 14.9083, 31.076, 1.02898E-011, -135
167, 600.00000, 2488.57, -3.35478, 2484.02, -122.358, 2503.65, 117.744, 2.91606E-011, -86.4237, 14.9083, 31.076, 7.27596E-012, 180
167, 1200.00000, 2488.57, -3.35478, 2484.02, -122.358, 2503.65, 117.744, 4.06738E-012, -116.565, 14.9083, 31.076, 1.09139E-011, 180
167, 1800.00000, 2472.32, -3.12958, 2476.63, -122.223, 2483.13, 117.889, 5.14488E-012, -135, 13.6524, 31.2118, 7.27596E-012, 90
167, 2400.00000, 2472.32, -3.12959, 2476.63, -122.223, 2483.14, 117.889, 8.13477E-012, -153.435, 13.6524, 31.2117, 7.27596E-012, 90
167, 3000.00000, 2472.32, -3.12959, 2476.63, -122.223, 2483.14, 117.889, 1.22022E-011, -26.5651, 13.6524, 31.2117, 7.27596E-012, 0
168, 0.00000, 2472.32, -3.12959, 2476.63, -122.223, 2483.14, 117.889, 4.06738E-012, 153.435, 13.6524, 31.2117, 1.31169E-011, -146.31
